0_grad.png,2,2,0,0
1_grad.png,2,2,0,0
2_grad.png,0,0,1,1
3_grad.png,0,0,2,2
4_grad.png,2,2,0,0
5_grad.png,0,0,2,2
6_grad.png,0,0,2,2
7_grad.png,2,2,1,1
8_grad.png,1,1,2,2
9_grad.png,2,2,1,1
10_grad.png,2,2,1,1
11_grad.png,0,0,2,2
12_grad.png,1,1,0,0
13_grad.png,2,2,1,0
14_grad.png,1,1,2,2
15_grad.png,2,2,1,1
16_grad.png,0,0,2,2
17_grad.png,2,2,1,1
18_grad.png,0,0,2,2
19_grad.png,0,0,1,1
20_grad.png,0,0,1,1
21_grad.png,0,0,1,1
22_grad.png,1,1,2,2
23_grad.png,1,1,2,0
24_grad.png,1,1,2,0
25_grad.png,0,0,1,1
26_grad.png,2,2,1,1
27_grad.png,2,2,1,1
28_grad.png,0,0,2,2
29_grad.png,2,2,1,1
30_grad.png,1,1,2,2
31_grad.png,1,1,0,0
32_grad.png,2,2,0,0
33_grad.png,1,1,2,2
34_grad.png,2,2,0,0
35_grad.png,0,0,1,1
36_grad.png,1,1,0,0
37_grad.png,0,0,1,1
38_grad.png,0,0,1,1
39_grad.png,0,0,1,1
40_grad.png,0,0,2,2
41_grad.png,0,0,2,2
42_grad.png,2,2,1,1
43_grad.png,1,1,2,2
44_grad.png,2,2,0,0
45_grad.png,2,2,0,0
46_grad.png,1,1,2,0
47_grad.png,1,1,0,0
48_grad.png,0,0,2,2
49_grad.png,1,1,0,0
50_grad.png,0,0,2,2
51_grad.png,1,1,0,0
52_grad.png,2,2,1,1
53_grad.png,0,0,1,1
54_grad.png,0,0,2,2
55_grad.png,2,2,1,1
56_grad.png,2,2,1,1
57_grad.png,2,2,1,0
58_grad.png,1,1,0,0
59_grad.png,0,0,2,2
60_grad.png,2,2,1,1
61_grad.png,0,0,2,2
62_grad.png,2,2,0,0
63_grad.png,1,1,2,2
64_grad.png,0,0,1,1
65_grad.png,0,0,2,2
66_grad.png,1,1,2,2
67_grad.png,1,1,2,2
68_grad.png,2,2,0,0
69_grad.png,1,1,0,0
70_grad.png,2,2,1,1
71_grad.png,2,2,0,0
72_grad.png,0,0,1,1
73_grad.png,1,1,2,2
74_grad.png,0,0,2,2
75_grad.png,2,2,1,0
76_grad.png,0,0,1,1
77_grad.png,0,0,2,2
78_grad.png,2,2,1,1
79_grad.png,0,0,2,2
80_grad.png,1,1,2,0
81_grad.png,2,2,0,0
82_grad.png,0,0,1,1
83_grad.png,0,0,1,1
84_grad.png,1,1,2,2
85_grad.png,2,2,1,1
86_grad.png,0,0,2,2
87_grad.png,1,1,2,2
